Utc,Bsp,Awa,Aws,Twa,Tws,Twd,Rudder2,Leeway,Set,Drift,Hdg,AirTmp,SeaTmp,Baro,Depth,Heel,Trim,Rudder,Tab,Forestay,Downhaul,MastAng,FrstyLen,MastButt,StbJmpr,PrtJmpr,Rake,Volts,ROT,GpsQual,PDOP,GpsNum,GpsAge,GpsGeoHt,GpsAntHt,GpsPosFx,Lat,Lon,Cog,Sog
38053.13394,,,,,9.11,13.9,,,209.8,0.85,257,,,,12.89,,,,,,,,,,,,,,,,,31,,,,,-36.842315,174.806509,,
38053.13395,6.02,71,8.35,106,8.33,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.8,6.36
38053.13396,,,,,,,,,,,257,,,,13.18,,,,,,,,,,,,,,,,,1,,,,,-36.842299,174.806444,,
38053.13398,5.87,68,9.33,105,8.94,3.8,,,205.7,0.77,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,6.18
38053.13399,,,,,,,,,,,258,,,,13.04,,,,,,,,,,,,,,,,,16,,,,,-36.842299,174.806385,,
38053.134,5.8,56,11.07,93,9.17,355.8,,,197.1,0.8,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.7,6.07
38053.13401,,,,,,,,,,,261,,,,12.93,,,,,,,,,,,,,,,,,31,,,,,-36.8423,174.806324,,
38053.13402,5.81,62,10.69,,8.94,346.5,,,192.1,0.76,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.1,6.06
38053.13403,,,,82,8.74,,,,,,,,,,12.94,,,,,,,,,,,,,,,,,1,,,,,-36.842283,174.806258,,
38053.13405,5.72,,,,7.87,348.6,,,205.2,0.63,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.6,6.09
38053.13406,,53,9.52,90,7.6,,,,,,,,,,12.91,,,,,,,,,,,,,,,,,,,,,,-36.842266,174.806165,,
38053.13407,5.74,,,,8.35,3.6,,,227,0.36,266,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.13408,,55,9.91,92,8.14,,,,,,,,,,13.21,,,,,,,,,,,,,,,,,,,,,,,,279.6,6
38053.13409,5.74,,,,8.68,1.8,,,260.7,0.34,267,,,,,,,,,,,,,,,,,,,,,31,,,,,-36.842246,174.80607,,
38053.1341,,48,9.52,84,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.1,6.04
38053.13412,,,,,8.66,2.9,,,276.1,0.31,268,,,,13.2,,,,,,,,,,,,,,,,,1,,,,,-36.842229,174.806005,,
38053.13413,5.67,60,11.07,96,9.97,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.4,5.98
38053.13414,,,,,9.48,359.2,,,,,267,,,,13.43,,,,,,,,,,,,,,,,,16,,,,,-36.842229,174.805944,,
38053.13415,5.75,63,11.66,94,10.34,,,,272.5,0.31,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.4,5.98
38053.13416,,,,,,,,,,,268,,,,13.31,,,,,,,,,,,,,,,,,31,,,,,-36.842213,174.805866,,
38053.13417,5.82,65,11.27,99,10.32,356.1,,,257.5,0.41,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.9,6.08
38053.13418,,,,,,,,,,,269,,,,13.4,,,,,,,,,,,,,,,,,1,,,,,-36.842197,174.805801,,
38053.1342,5.9,62,11.07,96,9.77,353.4,,,268.3,0.52,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.1,6.19
38053.13421,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,16,,,,,-36.842165,174.80574,,
38053.13422,5.96,63,11.66,,10.03,358.9,,,283.9,0.66,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.1,6.3
38053.13423,,,,102,10.47,,,,,,,,,,13.23,,,,,,,,,,,,,,,,,,,,,,-36.842149,174.805679,,
38053.13424,5.98,,,,9.07,359.3,,,281.5,0.71,267,,,,,,,,,,,,,,,,,,,,,31,,,,,,,286,6.36
38053.13425,,58,11.27,93,9.5,,,,,,,,,,13.23,,,,,,,,,,,,,,,,,,,,,,-36.842133,174.805581,,
38053.13427,5.96,,,,8.55,354.5,,,268.6,0.7,264,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.13428,,58,10.1,93,8.51,,,,,,,,,,13.53,,,,,,,,,,,,,,,,,,,,,,,,283.6,6.32
38053.13429,5.93,,,,9.83,2.5,,,244,0.67,263,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.842127,174.805485,,
38053.1343,,62,11.07,99,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.5,6.33
38053.13431,,,,,8.76,1,,,232.7,0.7,262,,,,13.34,,,,,,,,,,,,,,,,,31,,,,,-36.842113,174.805407,,
38053.13432,6.03,64,11.27,102,11.15,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.1,6.34
38053.13434,,,,,9.5,356.3,,,,,262,,,,13.71,,,,,,,,,,,,,,,,,1,,,,,-36.842097,174.805342,,
38053.13435,6.15,63,11.66,95,10.39,,,,227.9,0.87,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.3,6.52
38053.13436,,,,,,,,,,,263,,,,13.69,,,,,,,,,,,,,,,,,16,,,,,-36.842098,174.805265,,
38053.13437,6.13,54,12.44,84,10.14,347,,,233.3,0.98,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.9,6.59
38053.13438,,,,,,,,,,,265,,,,13.84,,,,,,,,,,,,,,,,,31,,,,,-36.842082,174.805205,,
38053.13439,6.13,62,13.02,91,11.44,348.2,,,231.3,0.99,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.9,6.59
38053.1344,,,,,,,,,,,,,,,13.84,,,,,,,,,,,,,,,,,1,,,,,-36.842065,174.805124,,
38053.13442,6.17,57,12.24,,11.46,5.3,,,246.1,0.89,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.7,6.6
38053.13443,,,,88,10.63,,,,,,,,,,13.67,,,,,,,,,,,,,,,,,,,,,,-36.842049,174.805029,,
38053.13444,6.2,,,,10.53,5.4,,,267.2,0.79,268,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.13445,,63,11.66,96,10.39,,,,,,,,,,13.37,,,,,,,,,,,,,,,,,,,,,,,,284.8,6.55
38053.13446,6.23,,,,9.95,16.5,,,277.5,0.84,267,,,,,,,,,,,,,,,,,,,,,31,,,,,-36.842026,174.804915,,
38053.13447,,67,10.69,105,10.18,,,,,,,,,,13.41,,,,,,,,,,,,,,,,,,,,,,,,286.2,6.61
38053.13449,6.32,,,,9.6,5.9,,,266.5,0.86,265,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.842009,174.80485,,
38053.1345,,81,11.27,113,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.6,6.66
38053.13451,,,,,9.81,8.8,,,,,264,,,,13.78,,,,,,,,,,,,,,,,,16,,,,,-36.842011,174.804773,,
38053.13452,6.41,54,10.49,97,9.31,,,,247,0.89,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.9,6.69
38053.13453,,,,,11.33,13.3,,,,,265,,,,13.75,,,,,,,,,,,,,,,,,31,,,,,-36.841996,174.804695,,
38053.13454,6.54,63,11.66,95,9.73,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.1,6.7
38053.13456,,,,,,,,,,,265,,,,13.61,,,,,,,,,,,,,,,,,1,,,,,-36.84198,174.80461,,
38053.13457,6.56,64,9.52,106,8.88,12.6,,,244.9,0.94,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.9,6.87
38053.13458,,,,,,,,,,,265,,,,13.64,,,,,,,,,,,,,,,,,16,,,,,-36.841964,174.804551,,
38053.13459,6.52,52,11.27,,10.74,10.2,,,248.1,0.98,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,6.85
38053.1346,,,,,,,,,,,265,,,,13.52,,,,,,,,,,,,,,,,,31,,,,,-36.841948,174.804474,,
38053.13461,6.47,64,11.27,,11.79,12.3,,,246.2,0.93,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,6.82
38053.13463,,,,92,9.54,,,,,,,,,,13.65,,,,,,,,,,,,,,,,,,,,,,-36.841932,174.804359,,
38053.13464,6.36,,,,9.64,4.2,,,251,0.87,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.2,6.69
38053.13465,,58,10.49,94,8.94,,,,,,,,,,13.52,,,,,,,,,,,,,,,,,,,,,,-36.841933,174.8043,,
38053.13466,6.26,,,,9.68,357.6,,,221.5,0.86,265,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.13467,,62,11.66,95,10.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.1,6.6
38053.13468,6.15,,,,10.74,359.2,,,229,0.71,268,,,,13.44,,,,,,,,,,,,,,,,,31,,,,,-36.841913,174.804186,,
38053.1347,,,,102,9.87,,,,,,,,,,13.57,,,,,,,,,,,,,,,,,,,,,,-36.841899,174.804144,,
38053.13471,6.16,,,,9.81,16.5,,,234.8,0.48,271,,,,,,,,,,,,,,,,,,,,,1,,,,,,,283.2,6.35
38053.13472,,52,11.27,94,9.44,,,,,,,,,,13.68,,,,,,,,,,,,,,,,,,,,,,,,,
38053.13473,6.19,,,,8.53,9.2,,,272,0.38,273,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.13475,,53,10.49,89,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.6,6.31
38053.13476,6.18,,,,8.82,0.6,,,295.9,0.5,274,,,,13.46,,,,,,,,,,,,,,,,,31,,,,,-36.841843,174.803988,,
38053.13477,,57,11.66,91,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.1,6.38
38053.13478,,,,,9.52,15.1,,,300.9,0.51,274,,,,13.64,,,,,,,,,,,,,,,,,1,,,,,-36.841826,174.803922,,
38053.13479,6.22,58,11.27,91,9.52,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,6.37
38053.1348,,,,,,,,,,,274,,,,13.56,,,,,,,,,,,,,,,,,16,,,,,-36.841794,174.803828,,
38053.13481,6.14,57,12.82,92,11.41,355,,,298.4,0.53,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.4,6.4
38053.13483,,,,,,,,,,,273,,,,13.6,,,,,,,,,,,,,,,,,31,,,,,-36.841779,174.803751,,
38053.13484,6.04,57,11.85,77,8.88,3.1,,,291.4,0.49,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,6.37
38053.13485,,,,,,,,,,,273,,,,14.01,,,,,,,,,,,,,,,,,1,,,,,-36.841763,174.803686,,
38053.13486,6.04,52,13.6,,9.66,343.1,,,268.9,0.38,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.7,6.26
38053.13487,,,,79,10.94,,,,,,,,,,14.38,,,,,,,,,,,,,,,,,16,,,,,-36.841748,174.803626,,
38053.13489,6.15,,,,10.32,338.9,,,248.9,0.38,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,6.32
38053.1349,,53,13.41,81,10.04,,,,,,,,,,14.72,,,,,,,,,,,,,,,,,,,,,,-36.841733,174.803565,,
38053.13491,6.27,,,,9.68,354.9,,,260.8,0.48,276,,,,,,,,,,,,,,,,,,,,,31,,,,,,,290.3,6.4
38053.13492,,42,13.6,70,9.81,,,,,,,,,,14.21,,,,,,,,,,,,,,,,,,,,,,-36.841717,174.8035,,
38053.13493,6.3,,,,9.31,343.2,,,294.8,0.54,276,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.13494,,50,13.02,80,10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.8,6.46
38053.13495,,,,,9.25,347.1,,,274.1,0.54,277,,,,14.44,,,,,,,,,,,,,,,,,16,,,,,-36.841691,174.803388,,
38053.13497,6.31,45,13.02,73,9.58,,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.1,6.5
38053.13498,,,,,10.61,354.1,,,267.5,0.6,278,,,,14.67,,,,,,,,,,,,,,,,,31,,,,,-36.84166,174.803295,,
38053.13499,6.29,54,13.6,80,11.09,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.2,6.56
38053.135,,,,,,,,,,,279,,,,14.31,,,,,,,,,,,,,,,,,1,,,,,-36.841627,174.803229,,
38053.13501,6.21,62,12.24,96,10.39,355.3,,,283.8,0.57,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.1,6.52
38053.13502,,,,,,,,,,,277,,,,14.11,,,,,,,,,,,,,,,,,16,,,,,-36.841611,174.803168,,
38053.13504,6.34,48,13.02,81,9.77,12.7,,,297.2,0.52,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.2,6.47
38053.13505,,,,,,,,,,,275,,,,14.06,,,,,,,,,,,,,,,,,31,,,,,-36.841597,174.803107,,
38053.13506,6.45,57,11.27,91,9.44,4.4,,,288.8,0.46,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.4,6.46
38053.13507,,,,,,,,,,,,,,,14.29,,,,,,,,,,,,,,,,,1,,,,,-36.841563,174.803024,,
38053.13508,6.41,54,12.82,,11.15,7,,,255.9,0.49,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.7,6.5
38053.13509,,,,83,10.38,,,,,,,,,,13.94,,,,,,,,,,,,,,,,,,,,,,-36.841548,174.802961,,
38053.13511,6.43,,,,9.56,345.1,,,236.5,0.59,268,,,,,,,,,,,,,,,,,,,,,16,,,,,,,288.3,6.54
38053.13512,,48,12.44,90,10.96,,,,,,,,,,13.94,,,,,,,,,,,,,,,,,,,,,,,,,
38053.13513,6.41,,,,9.83,348.8,,,222.4,0.87,267,,,,,,,,,,,,,,,,,,,,,31,,,,,-36.841541,174.802848,,
38053.13514,,52,12.44,85,10.08,,,,,,,,,,14.39,,,,,,,,,,,,,,,,,,,,,,,,285.1,6.66
38053.13515,6.33,,,,7.95,340.8,,,213,0.96,267,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.841526,174.802782,,
38053.13516,,49,11.85,81,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.8,6.64
38053.13518,,,,,6.88,333.2,,,213.6,0.99,267,,,,14.24,,,,,,,,,,,,,,,,,16,,,,,-36.841512,174.802672,,
38053.13519,6.36,41,10.69,85,7.03,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,6.66
38053.1352,,,,,6.22,353.5,,,,,268,,,,14.02,,,,,,,,,,,,,,,,,31,,,,,-36.841479,174.802612,,
38053.13521,6.41,55,9.33,103,7.5,,,,222.8,0.85,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.3,6.7
38053.13522,,,,,,,,,,,267,,,,13.98,,,,,,,,,,,,,,,,,1,,,,,-36.841462,174.80253,,
38053.13523,6.37,63,8.94,105,8.26,9.3,,,229.9,0.8,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.1,6.67
38053.13525,,,,,,,,,,,267,,,,14.04,,,,,,,,,,,,,,,,,16,,,,,-36.841464,174.80247,,
38053.13526,6.21,51,8.94,,7.34,12,,,220,0.73,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.4,6.54
38053.13527,,,,90,6.93,,,,,,,,,,14.05,,,,,,,,,,,,,,,,,31,,,,,-36.841449,174.802394,,
38053.13528,6.01,66,8.94,,6.86,0.2,,,202.6,0.78,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.5,6.36
38053.13529,,,,107,8.55,,,,,,,,,,14.16,,,,,,,,,,,,,,,,,,,,,,-36.841433,174.802329,,
38053.1353,5.94,,,,8.65,9.1,,,193.1,0.67,267,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.13532,,66,9.33,96,8.55,,,,,,,,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,
38053.13533,5.93,,,,9.17,8.2,,,198,0.57,268,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.841411,174.802233,,
38053.13534,,55,10.1,93,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.9,6.19
38053.13535,6,,,,9.15,4.5,,,201.8,0.47,268,,,,14.4,,,,,,,,,,,,,,,,,31,,,,,-36.841394,174.802172,,
38053.13536,,60,10.69,96,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.7,6.17
38053.13537,,,,,9.13,3.8,,,,,269,,,,14.54,,,,,,,,,,,,,,,,,1,,,,,-36.841378,174.802074,,
38053.13538,6.08,49,11.27,83,8.59,,,,207.7,0.48,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.8,6.22
38053.1354,,,,,,,,,,,268,,,,14.36,,,,,,,,,,,,,,,,,16,,,,,-36.841362,174.802013,,
38053.13541,6.16,42,11.07,75,8.49,335.1,,,229.4,0.47,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,6.34
38053.13542,,,,,,,,,,,268,,,,14.48,,,,,,,,,,,,,,,,,31,,,,,-36.841347,174.801935,,
38053.13543,6.16,47,11.85,71,8.84,349.1,,,225.1,0.53,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.3,6.37
38053.13544,,,,,,,,,,,268,,,,14.44,,,,,,,,,,,,,,,,,1,,,,,-36.84133,174.80187,,
38053.13545,6.06,43,10.49,,9.09,356.6,,,231.1,0.54,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.4,6.4
38053.13547,,,,78,7.32,,,,,,,,,,14.7,,,,,,,,,,,,,,,,,16,,,,,-36.841315,174.801793,,
38053.13548,6.05,,,,8.04,353.8,,,228.1,0.5,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.9,6.33
38053.13549,,52,9.91,72,6.57,,,,,,,,,,14.54,,,,,,,,,,,,,,,,,,,,,,-36.8413,174.801733,,
38053.1355,5.99,,,,8.26,359,,,223,0.52,268,,,,,,,,,,,,,,,,,,,,,31,,,,,,,285.7,6.29
38053.13551,,51,9.33,61,6.31,,,,,,,,,,14.51,,,,,,,,,,,,,,,,,,,,,,,,,
38053.13552,5.98,,,,8.28,359.8,,,231.1,0.45,268,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.841276,174.801649,,
38053.13554,,47,9.91,85,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.4,6.24
38053.13555,,,,,7.44,340.4,,,234.4,0.39,267,,,,14.4,,,,,,,,,,,,,,,,,16,,,,,-36.84126,174.801539,,
38053.13556,5.96,52,10.69,87,8.41,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,6.24
38053.13557,,,,,8,350.4,,,,,266,,,,14.75,,,,,,,,,,,,,,,,,31,,,,,-36.841245,174.801479,,
38053.13558,5.98,56,10.1,91,8.33,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.8,6.26
38053.13559,,,,,,,,,,,265,,,,14.61,,,,,,,,,,,,,,,,,1,,,,,-36.841246,174.801414,,
38053.13561,5.9,49,10.1,86,7.79,349.1,,,208.3,0.53,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,6.16
38053.13562,,,,,,,,,,,264,,,,14.34,,,,,,,,,,,,,,,,,16,,,,,-36.84123,174.801351,,
38053.13563,5.87,44,10.1,78,7.17,346.3,,,199,0.58,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.9,6.11
38053.13564,,,,,,,,,,,265,,,,14.57,,,,,,,,,,,,,,,,,31,,,,,-36.841215,174.801273,,
38053.13565,5.72,40,10.49,69,7.19,330.5,,,203.6,0.59,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.9,6.12
38053.13566,,,,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,,,1,,,,,-36.841215,174.801208,,
38053.13568,5.66,,,,7.96,342.8,,,196.1,0.53,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.7,5.99
38053.13569,,35,11.27,64,7.23,,,,,,,,,,14.62,,,,,,,,,,,,,,,,,,,,,,-36.8412,174.801147,,
38053.1357,5.73,,,,7.48,329.3,,,188.8,0.58,265,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.13571,,37,12.24,69,7.93,,,,,,,,,,14.62,,,,,,,,,,,,,,,,,,,,,,,,280.9,5.94
38053.13572,5.69,,,,6.58,338,,,197.7,0.41,265,,,,,,,,,,,,,,,,,,,,,31,,,,,-36.841179,174.801053,,
38053.13573,,33,10.1,69,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.7,5.91
38053.13574,,,,,7.63,331.9,,,187.4,0.44,266,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.841161,174.800954,,
38053.13576,5.65,47,10.1,80,7.48,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.4,5.87
38053.13577,,,,,7.07,329.9,,,,,267,,,,14.57,,,,,,,,,,,,,,,,,16,,,,,-36.841146,174.800911,,
38053.13578,5.54,41,8.94,72,5.81,,,,201.9,0.39,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.1,5.82
38053.13579,,,,,,,,,,,267,,,,14.57,,,,,,,,,,,,,,,,,31,,,,,-36.841147,174.80085,,
38053.1358,5.68,46,11.07,77,7.69,354.1,,,187.2,0.19,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.1,5.68
38053.13581,,,,,,,,,,,267,,,,15.04,,,,,,,,,,,,,,,,,1,,,,,-36.841131,174.800785,,
38053.13583,5.72,40,11.07,69,7.52,349.9,,,186.9,0.29,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.4,5.77
38053.13584,,,,,,,,,,,,,,,14.95,,,,,,,,,,,,,,,,,16,,,,,-36.841115,174.800724,,
38053.13585,5.73,37,11.07,,8.12,352.3,,,220.3,0.28,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.6,5.86
38053.13586,,,,66,7.23,,,,,,,,,,14.7,,,,,,,,,,,,,,,,,,,,,,-36.841099,174.800664,,
38053.13587,5.75,,,,7.38,340.8,,,225.5,0.25,268,,,,,,,,,,,,,,,,,,,,,31,,,,,,,285.1,5.85
38053.13588,,44,10.69,77,7.6,,,,,,,,,,14.74,,,,,,,,,,,,,,,,,,,,,,-36.841083,174.800599,,
38053.1359,5.74,,,,7.6,345.8,,,217.1,0.27,269,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.13591,,48,10.49,82,8.06,,,,,,,,,,14.61,,,,,,,,,,,,,,,,,,,,,,,,284.8,5.84
38053.13592,,,,,6.62,335.6,,,241.4,0.27,270,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.841044,174.800471,,
38053.13593,5.74,56,9.33,96,7.75,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.1,5.91
38053.13594,,,,,8.68,6,,,255.5,0.28,270,,,,14.63,,,,,,,,,,,,,,,,,31,,,,,-36.841044,174.800409,,
38053.13595,5.81,58,9.91,95,8.39,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.8,5.94
38053.13596,,,,,7.4,359.6,,,,,269,,,,14.53,,,,,,,,,,,,,,,,,1,,,,,-36.841011,174.800344,,
38053.13598,5.85,43,8.94,88,6.1,,,,272.9,0.3,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.6,5.96
38053.13599,,,,,,,,,,,268,,,,14.54,,,,,,,,,,,,,,,,,16,,,,,-36.840996,174.800283,,
38053.136,5.94,54,9.91,88,7.15,7.3,,,259.7,0.33,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.9,5.99
38053.13601,,,,,,,,,,,267,,,,14.71,,,,,,,,,,,,,,,,,31,,,,,-36.840981,174.800222,,
38053.13602,5.92,58,9.33,105,8.45,352.5,,,252.3,0.39,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.2,6.04
38053.13603,,,,,,,,,,,,,,,14.63,,,,,,,,,,,,,,,,,1,,,,,-36.840964,174.80014,,
38053.13605,5.82,61,8.94,,7.58,0.2,,,250.9,0.47,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.7,6.13
38053.13606,,,,102,7.95,,,,,,,,,,14.63,,,,,,,,,,,,,,,,,,,,,,-36.840966,174.800079,,
38053.13607,5.8,,,,6.47,356.2,,,240.1,0.54,261,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.13608,,49,9.33,98,8.37,,,,,,,,,,14.88,,,,,,,,,,,,,,,,,,,,,,,,280.6,6.09
38053.13609,5.71,,,,7.69,335.7,,,206,0.79,261,,,,,,,,,,,,,,,,,,,,,31,,,,,-36.840962,174.799984,,
38053.1361,,38,9.52,82,5.07,,,,,,,,,,14.43,,,,,,,,,,,,,,,,,,,,,,,,279,5.99
38053.13612,5.76,,,,7.65,356.3,,,198.9,0.72,262,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.840946,174.799886,,
38053.13613,,60,8.94,99,7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.3,5.95
38053.13614,,,,,8.55,1.8,,,,,262,,,,15.11,,,,,,,,,,,,,,,,,16,,,,,-36.84093,174.799825,,
38053.13615,5.68,47,9.33,83,6.78,,,,217.9,0.59,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.6,6.01
38053.13616,,,,,7.38,358.8,,,,,260,,,,14.54,,,,,,,,,,,,,,,,,31,,,,,-36.840914,174.799765,,
38053.13617,5.73,56,8.94,97,7.46,,,,211.8,0.47,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.6,5.89
38053.13619,,,,,,,,,,,259,,,,14.54,,,,,,,,,,,,,,,,,1,,,,,-36.840914,174.799701,,
38053.1362,5.75,64,9.91,85,8.51,346.6,,,204.1,0.55,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,5.89
38053.13621,,,,,,,,,,,259,,,,15.04,,,,,,,,,,,,,,,,,16,,,,,-36.840899,174.799639,,
38053.13622,5.73,55,11.85,,9.27,352.7,,,206.5,0.66,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.9,5.98
38053.13623,,,,84,9.71,,,,,,,,,,14.9,,,,,,,,,,,,,,,,,31,,,,,-36.840899,174.799577,,
38053.13624,5.84,57,10.1,,8.53,343,,,208.3,0.63,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.9,5.98
38053.13625,,,,94,8.45,,,,,,,,,,15.03,,,,,,,,,,,,,,,,,,,,,,-36.840883,174.799513,,
38053.13627,5.87,,,,10.47,358.2,,,213.8,0.61,259,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.13628,,56,12.24,87,10.18,,,,,,,,,,15.14,,,,,,,,,,,,,,,,,,,,,,,,278.2,6.02
38053.13629,5.87,,,,11.19,338.9,,,226,0.66,260,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.84088,174.799401,,
38053.1363,,54,13.99,81,11.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.7,6.15
38053.13631,5.85,,,,11.54,331,,,221.4,0.78,261,,,,15.06,,,,,,,,,,,,,,,,,31,,,,,-36.840863,174.799306,,
38053.13632,,51,14.19,78,10.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.6,6.21
38053.13634,,,,,11.58,338.9,,,,,263,,,,15.02,,,,,,,,,,,,,,,,,1,,,,,-36.840847,174.79924,,
38053.13635,6.09,58,14.57,85,12.36,,,,234.7,0.71,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.1,6.3
38053.13636,,,,,,,,,,,264,,,,15.52,,,,,,,,,,,,,,,,,16,,,,,-36.840831,174.799164,,
38053.13637,6.32,56,13.41,86,11.29,356.1,,,250.7,0.74,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.5,6.5
